ID,Joke
388,"nasa announces rover ""curiosity"" landed safely on mars. in a related story, martians are reportedly furious over the death of their cat...vow revenge."
389,"i just wanted you all to know that i'm leaving facebook. the ride has been a blast and i've made a ton of friends. your humor and wit is amazing. i'll miss all of u, but i've decided i need to spend more time with my family...so see you after breakfast!!"
390,"i don't know what hurts my wrist more, playing volleyball or watching women's volleyball!"
391,it's funny how the chinese are competing to win back medals they probably made a month ago!
392,breaking news: tuesdays suck just as much as mondays.
393,"so you're looking for a good guy who will love and respect you, but yet you post half naked pics on your fb? why that's  .thats brilliant!"
394,how many divorced men does it take to change a light bulb?......no one knows they never keep the house!
395,score! some girl on my friends list asked me to meet her for drinks tonight! all i need to do is hit the atm and lose 70 lbs by 8 o'clock.
396,religion is a multi-billion dollar industry and those benefiting financially from it will do everything in their power to keep the con going.
397,i do not care how old i am. i am going in the bouncy castle!
398,the one who laughs last is the slowest. the one who laughs first has the dirtiest mind.
399,doing crazy things in public and not caring because you're with your best friends.
400,life's not about people who act true to your face. it's about people who remain true behind your back.
401,break-up if you can't be faithful. stay faithful or stay single.
402,that awkward moment when someone you like talks to you and all you can do is smile like an idiot.
403,facebook needs a drama of the day section in my news feed.
404,"nasa's robot curiosity landed on mars. early pictures show no signs of espn, beer and porn, making it very clear that men are not from mars.."
405,"calm down, take a deep breath and hold it for about 20 minutes."
406,"today's menu: 1 gallon of attitude, 3 cups of sarcasm, 2 tbsp of leave me the hell alone, and a generous cup of shut the f*ck up!"
407,i'll always cherish the original misconception i had of you.
408,"sometimes ""i'm single"" means ""i'm drama free"", ""less stressed"" and ""i refuse to settle for less."""
409,women say magazines portray an unrealistic image of beauty therefore making them feel inadequate. then they buy 12 inch dildos.
410,"if facebook has proved anything, it's that the love of your life is someone you've never actually met."
411,pinatas are a great way to show kids that using assault with a deadly weapon is a fun way to get what they want.
412,you had me at: i'm calling the police.
413,"my mother-in-law's coming,,,,, i had to clear out half my closet so she has a place to hang upside down and sleep"
414,that awkward moment when you're trying not to look when someone is staring at you.
415,"attention friends who don't understand humor,,, please do not attempt to reply to the posts of us who have humorous whit,,,, it's beyond your skill level."
416,i put a justin bieber's song as my alarm tone and it works wonders cuz i wake up before it goes off so i don't have to listen to that sh1t
417,"notice you don't hear about,""kony"" anymore? glad everyone cared for like, five minutes."
418,"if you want to cry use a tissue, not your facebook status."
419,the best times of my life were spent either blowing bubbles or playing with titties...
420,it's not a real relationship until you secretly start to hate each other.
421,"now i see why the jamaica's flag is green,yellow and black.. it's the color bananas go....."
422,"news: german diver receives a 0.0 score. apparently, olympic judges don't appreciate cannon balls."
423,"if only they had and olympic event for facebook, my fb friend would win gold everytime in the drama event."
424,"if you're reading this you're probably addicted to the internet. and by internet, i mean facebook."
425,"whenever i'm bored i stop a stranger and ask ""where am i?"" and whatever they say i runaway screaming ""hahaha i'm a genius! i can teleport!"""
